Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Line Kjaersfeldt;Rally Time (54);18;;;1994466;7133;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;26 (1)";18;1;7;1992466;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"-10;-17 (2)";18;2;4;1993800;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;13 (1)";18;3;4;1993800;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-10;-54 (1)";18;4;12;1994666;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-16;37 (1)";18;5;5;1994666;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"10;-15 (2)";18;6;1;1994666;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;54 (2)";18;7;9;1994666;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-20;-56 (1)";18;8;Out;1998133;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Error Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (54);18;;;2001600;15300;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (55);19;;;2016900;4700;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-2;-25 (8)";19;1;7;2014900;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"5;16 (2)";19;2;3;2015866;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"13;-55 (4)";19;3;9;2015866;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Line Kjaersfeldt;"14;35 (1)";19;4;8;2016933;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-15;-39 (2)";19;5;8;2017366;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;8;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;55 (4)";19;6;9;2017366;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"-16;1 (1)";19;7;1;2018966;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (55);19;;;2021600;72066;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (56);20;;;2093666;14533;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;-25 (10)";20;1;6;2091666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;3;Construccion;;;;;;
Line Kjaersfeldt;"-7;16 (1)";20;2;1;2092566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;Modificada;;
Phittayaporn Chaiwan;"-10;-9 (1)";20;3;4;2092566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"15;55 (8)";20;4;12;2092566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-3;-36 (3)";20;5;7;2092566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;;;;Construccion;;;;;;
Line Kjaersfeldt;"-10;12 (1)";20;6;1;2092566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;-54 (5)";20;7;12;2092566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Line Kjaersfeldt;"-14;35 (2)";20;8;5;2097433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-3;-15 (1)";20;9;3;2097900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;54 (3)";20;10;9;2097900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"-3;-39 (1)";20;11;7;2100166;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Line Kjaersfeldt;"-4;6 (1)";20;12;2;2100200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"9;-16 (1)";20;13;1;2100200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"-4;6 (2)";20;14;2;2101866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;2;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-13;-55 (2)";20;15;12;2103133;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"13;9 (1)";20;16;4;2104200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"19;-4 (1)";20;17;Out;2104200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;OUT SIDE;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (56);20;;;2108200;16766;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (57);21;;;2124966;15666;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-2;-25 (9)";21;1;7;2122966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"5;16 (3)";21;2;3;2123800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;3;;;;Construccion;;;;Modificada;;
Phittayaporn Chaiwan;"-13;-12 (1)";21;3;4;2123800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;56 (5)";21;4;9;2123800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Phittayaporn Chaiwan;"14;-55 (5)";21;5;9;2125633;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;14 (1)";21;6;1;2125633;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-12;-14 (1)";21;7;4;2127666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"16;56 (1)";21;8;12;2127666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;-55 (12)";21;9;12;2129933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;17 (1)";21;10;4;2129933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"14;-13 (3)";21;11;1;2131466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"15;55 (9)";21;12;12;2133166;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;-16 (3)";21;13;4;2133166;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"-14;6 (2)";21;14;1;2134933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"13;-6 (1)";21;15;1;2134933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"-13;6 (2)";21;16;1;2134933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-10;1 (1)";21;17;1;2137700;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;NET;;;;Construccion;;Error Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (57);21;;;2140633;30200;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (58);22;;;2170833;2766;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;-26 (3)";22;1;6;2168833;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;3;Construccion;;;;;;
Line Kjaersfeldt;"-9;17 (1)";22;2;1;2169800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"11;-55 (1)";22;3;9;2169800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Line Kjaersfeldt;"-15;28 (1)";22;4;5;2170866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (58);22;;;2173600;17733;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (59);23;;;2191333;3033;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-2;-25 (10)";23;1;7;2189333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"5;14 (1)";23;2;3;2190300;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"13;-5 (1)";23;3;1;2190300;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"10;1 (1)";23;4;4;2191333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (59);23;;;2194366;16566;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (60);24;;;2210933;2300;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-2;25 (5)";24;1;6;2208933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Forehand short service;5;Construccion;;;;;;
Phittayaporn Chaiwan;"3;-16 (1)";24;2;2;2210100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;2;;;;Construccion;;;;Finta;;
Line Kjaersfeldt;"-14;12 (3)";24;3;1;2210100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (60);24;;;2213233;14666;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (61);25;;;2227900;5333;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;-24 (3)";25;1;6;2225900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"-7;18 (1)";25;2;1;2226866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;Modificada/Finta;;
Phittayaporn Chaiwan;"-13;-54 (1)";25;3;12;2226866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Line Kjaersfeldt;"14;30 (1)";25;4;8;2227866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Phittayaporn Chaiwan;"10;-13 (1)";25;5;1;2228500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;54 (6)";25;6;9;2228500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;1 (3)";25;7;1;2228500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (61);25;;;2233233;14366;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (62);26;;;2247600;11100;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-2;-25 (11)";26;1;7;2245600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"4;18 (1)";26;2;3;2246533;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;3;;;;Construccion;;;;Modificada;;
Phittayaporn Chaiwan;"-15;-54 (1)";26;3;12;2246566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Line Kjaersfeldt;"-14;34 (1)";26;4;5;2247566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-11;-9 (1)";26;5;4;2248000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"10;54 (2)";26;6;12;2248000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-11;-55 (3)";26;7;12;2249733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;55 (3)";26;8;12;2249733;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;F;;;;;
