Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Phittayaporn Chaiwan;"12;-40 (1)";26;9;5;2252066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;55 (4)";26;10;12;2252066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"14;-16 (1)";26;11;1;2253566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;56 (3)";26;12;12;2253566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-13;-7 (2)";26;13;4;2255533;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (62);26;;;2258700;19433;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (63);27;;;2278133;15866;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;25 (7)";27;1;7;2276133;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"-7;-17 (1)";27;2;4;2277200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;13 (2)";27;3;4;2277200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;-55 (13)";27;4;12;2278100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;56 (6)";27;5;9;2278100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;-55 (14)";27;6;12;2278100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;9 (1)";27;7;1;2278100;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;-54 (6)";27;8;12;2282200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-12;8 (1)";27;9;1;2282200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-12;-7 (1)";27;10;4;2284600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"12;55 (1)";27;11;12;2284600;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Phittayaporn Chaiwan;"13;-54 (4)";27;12;9;2288033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;14 (2)";27;13;1;2288033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-10;-11 (1)";27;14;4;2288033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"14;62 (1)";27;15;12;2290433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;OUT LENGTH;;;;Construccion;;Error Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (63);27;;;2294000;23466;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (64);28;;;2317466;2233;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-2;25 (6)";28;1;6;2315466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"11;-18 (1)";28;2;1;2316400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Attack;;;;Modificada/Finta;;
Line Kjaersfeldt;"-4;31 (2)";28;3;6;2316833;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;;;;Defence;;;;;;
Phittayaporn Chaiwan;"3;-27 (1)";28;4;6;2316833;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;;;;Attack;;;;;;
Line Kjaersfeldt;"3;45 (1)";28;5;7;2317266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (64);28;;;2319700;21433;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (65);29;;;2341133;20700;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;-26 (4)";29;1;6;2339133;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"-4;18 (2)";29;2;2;2340000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;2;;;;Construccion;;;;Modificada/Finta;;
Phittayaporn Chaiwan;"-13;-55 (3)";29;3;12;2340233;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"12;55 (2)";29;4;12;2341166;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"14;-41 (2)";29;5;5;2341166;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Line Kjaersfeldt;"-13;12 (1)";29;6;1;2341166;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;-55 (15)";29;7;12;2343900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;56 (7)";29;8;9;2343900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-15;-55 (3)";29;9;12;2343900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;15 (1)";29;10;1;2343900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-15;-10 (1)";29;11;4;2347666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;55 (4)";29;12;9;2347666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-12;-55 (2)";29;13;12;2350033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"9;13 (1)";29;14;4;2350033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"15;-55 (3)";29;15;9;2351000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Defence;;;;;Reves;
Line Kjaersfeldt;"15;54 (3)";29;16;12;2352266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Phittayaporn Chaiwan;"14;-42 (1)";29;17;5;2353166;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Defence;;;;;;
Line Kjaersfeldt;"9;9 (1)";29;18;4;2353900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-13;-53 (1)";29;19;12;2353900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"-14;56 (8)";29;20;9;2355566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-13;-54 (2)";29;21;12;2355566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Defence;;;;;;
Line Kjaersfeldt;"16;12 (1)";29;22;4;2357400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-15;-15 (2)";29;23;4;2358466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (65);29;;;2361833;54566;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (66);30;;;2416400;7200;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;25 (8)";30;1;7;2414400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand flick;9;Construccion;;;;;;
Phittayaporn Chaiwan;"-2;-56 (1)";30;2;11;2414766;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;11;;;;Defence;;;;;;
Line Kjaersfeldt;"4;54 (2)";30;3;11;2415266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;11;;;;Attack;;;;;;
Phittayaporn Chaiwan;"10;-42 (1)";30;4;5;2416200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Defence;;;;;;
Line Kjaersfeldt;"-13;13 (1)";30;5;1;2416666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-13;-55 (4)";30;6;12;2418000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Line Kjaersfeldt;"-14;36 (1)";30;7;5;2418700;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-10;-15 (1)";30;8;4;2419200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;62 (1)";30;9;12;2419200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;OUT LENGTH;;;;Construccion;;Unforced Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (66);30;;;2423600;16933;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (67);31;;;2440533;4866;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-2;26 (3)";31;1;6;2438533;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Backhand short service;5;Construccion;;;;;;
Phittayaporn Chaiwan;"2;-17 (1)";31;2;2;2439466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;2;;;;Construccion;;;;Finta;;
Line Kjaersfeldt;"-13;11 (1)";31;3;1;2439466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;-56 (3)";31;4;12;2441033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-13;55 (2)";31;5;9;2441033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"14;-27 (1)";31;6;5;2443400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Construccion;;Winner Line Kjaersfeldt;;;;
Phittayaporn Chaiwan;Rest Time (67);31;;;2445400;27633;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (68);32;;;2473033;5300;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"2;25 (9)";32;1;7;2471033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"-10;-17 (3)";32;2;4;2472066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;Finta;;
Line Kjaersfeldt;"-11;53 (1)";32;3;9;2472066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-11;-15 (1)";32;4;4;2472066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"12;54 (1)";32;5;12;2474000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Phittayaporn Chaiwan;"-3;-40 (1)";32;6;7;2474900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Line Kjaersfeldt;"-4;1 (1)";32;7;2;2475433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;NET;;;;Construccion;;Error Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (68);32;;;2478333;16700;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;2;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (69);33;;;2495033;19133;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-1;25 (2)";33;1;6;2493033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Backhand short service;5;Construccion;;;;;;
Phittayaporn Chaiwan;"3;-17 (1)";33;2;2;2493966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;13 (1)";33;3;4;2493966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"12;-55 (2)";33;4;9;2494900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Line Kjaersfeldt;"-11;34 (1)";33;5;5;2496400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;5;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-13;-13 (3)";33;6;4;2496400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;11 (4)";33;7;1;2496400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-15;-55 (4)";33;8;12;2496400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-13;10 (1)";33;9;1;2496400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;2;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
