Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Barrido Fuerte;Game Phase;Reves;Tipo de recepcion;Match Duration 
Clara Azurmendi;"-13;45 (1)";22;10;5;1535900;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;5;;;;Winner Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (61);22;;;1538433;25466;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (62);23;;;1563900;2500;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-2;-26 (3)";23;1;7;1561900;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"5;16 (1)";23;2;3;1562366;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;3;;;;;;;Attack;;;
Beiwen Zhang;"10;-38 (2)";23;3;5;1563400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;5;;;;;;;Defence;;;
Clara Azurmendi;"-3;28 (1)";23;4;6;1563400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;;;;Attack;;;
Beiwen Zhang;"-10;-44 (1)";23;5;8;1563800;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;8;;;;Winner Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (62);23;;;1566400;12766;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (63);24;;;1579166;8333;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-2;24 (1)";24;1;6;1577166;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand short service;5;;;;Construccion;;;
Beiwen Zhang;"3;-16 (2)";24;2;2;1578266;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Clara Azurmendi;"9;8 (1)";24;3;4;1578266;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Beiwen Zhang;"2;-55 (1)";24;4;10;1579966;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;10;;;;;;;Attack;;;
Clara Azurmendi;"11;38 (1)";24;5;8;1580900;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Beiwen Zhang;"14;-17 (1)";24;6;1;1581333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"12;13 (2)";24;7;4;1581333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"-15;-40 (1)";24;8;8;1581333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;8;;;;;;;Attack;;;
Clara Azurmendi;"-3;38 (2)";24;9;6;1583500;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;;;;Defence;;;
Beiwen Zhang;"-13;-61 (1)";24;10;12;1583900;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;OUT LENGTH;;;;Error Clara Azurmendi;;;Construccion;;;
Beiwen Zhang;Rest Time (63);24;;;1587500;12433;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (64);25;;;1599933;8066;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;-25 (5)";25;1;6;1597933;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"-5;16 (1)";25;2;2;1598966;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;2;;;;;;;Construccion;;Modificada/Finta;
Beiwen Zhang;"-14;-54 (2)";25;3;12;1598966;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;12;;;;;;;Defence;;;
Clara Azurmendi;"-15;7 (1)";25;4;1;1600166;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"9;-7 (1)";25;5;1;1600166;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"-8;54 (2)";25;6;9;1602433;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Construccion;;;
Beiwen Zhang;"11;-16 (1)";25;7;1;1602433;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"13;54 (2)";25;8;12;1604066;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Beiwen Zhang;"-3;-47 (1)";25;9;7;1604866;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;;;;Winner Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (64);25;;;1608000;21933;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (65);26;;;1629933;1133;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"3;25 (3)";26;1;7;1627933;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand short service;;;;;Construccion;;;
Beiwen Zhang;"-6;2 (1)";26;2;2;1628366;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;NET;;;;Unforced Clara Azurmendi;;;Construccion;;;
Beiwen Zhang;Rest Time (65);26;;;1631066;12666;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (66);27;;;1643733;3633;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-2;-25 (1)";27;1;7;1641733;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"4;16 (2)";27;2;3;1642666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Beiwen Zhang;"12;-8 (2)";27;3;1;1642666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"-11;8 (1)";27;4;1;1643966;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Beiwen Zhang;"-10;2 (1)";27;5;1;1644966;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;NET;;;;Error Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (66);27;;;1647366;11433;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (67);28;;;1658800;7533;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;-25 (6)";28;1;6;1656800;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"-4;16 (2)";28;2;2;1657833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Beiwen Zhang;"-15;-55 (4)";28;3;12;1657833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;12;;;;;;F;Defence;;;
Clara Azurmendi;"-15;39 (1)";28;4;5;1659033;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;5;;;;;;;Construccion;;;
Beiwen Zhang;"10;-15 (1)";28;5;1;1659033;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"-14;8 (2)";28;6;1;1659033;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"-13;-6 (3)";28;7;4;1659033;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Clara Azurmendi;"10;61 (1)";28;8;12;1659033;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;OUT LENGTH;;;;Unforced Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (67);28;;;1666333;9866;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (68);29;;;1676200;9166;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-2;26 (3)";29;1;6;1674200;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand flick;11;;;;Construccion;;;
Beiwen Zhang;"14;-54 (1)";29;2;9;1675233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"-2;39 (1)";29;3;6;1675700;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;;;;Defence;;;
Beiwen Zhang;"-12;-17 (1)";29;4;4;1676166;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Clara Azurmendi;"-12;7 (1)";29;5;1;1676166;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Attack;;;
Beiwen Zhang;"3;-35 (1)";29;6;6;1678466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;;;;Defence;;;
Clara Azurmendi;"-2;5 (1)";29;7;2;1678466;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;2;;;;;;;Attack;;;
Beiwen Zhang;"-11;-39 (1)";29;8;8;1678866;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Clara Azurmendi;"-11;6 (1)";29;9;1;1679333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Attack;;;
Beiwen Zhang;"-4;-38 (1)";29;10;7;1679900;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;;;;;;;Defence;;;
Clara Azurmendi;"-13;55 (4)";29;11;9;1680366;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Defence;Reves;;
Beiwen Zhang;"-13;-12 (1)";29;12;4;1681833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Attack;;;
Clara Azurmendi;"-3;45 (1)";29;13;6;1682933;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;Winner Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (68);29;;;1685366;31033;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (69);30;;;1716400;7733;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-3;-25 (4)";30;1;7;1714400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Beiwen Zhang;Backhand short service;8;;;;Construccion;;;
Clara Azurmendi;"13;17 (1)";30;2;4;1715533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;Finta;
Beiwen Zhang;"-12;-41 (1)";30;3;8;1715566;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;8;;;;;;;Construccion;;;
Clara Azurmendi;"12;8 (1)";30;4;4;1715566;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"-13;-13 (1)";30;5;4;1715566;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Clara Azurmendi;"-13;55 (5)";30;6;9;1718333;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Defence;Reves;;
Beiwen Zhang;"-12;-15 (1)";30;7;4;1718800;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Clara Azurmendi;"10;53 (2)";30;8;12;1720233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Beiwen Zhang;"12;-41 (1)";30;9;5;1720766;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;5;;;;;;;Defence;;;
Clara Azurmendi;"11;1 (1)";30;10;4;1721233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;NET;;;;Error Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (69);30;;;1724133;17733;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (70);31;;;1741866;3966;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"3;26 (3)";31;1;7;1739866;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand short service;8;;;;Construccion;;;
Beiwen Zhang;"-14;-16 (4)";31;2;4;1740866;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Clara Azurmendi;"-13;12 (1)";31;3;1;1740866;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"13;-55 (2)";31;4;9;1740866;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"-19;38 (1)";31;5;Out;1742933;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;OUT SIDE;;;;Unforced Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (70);31;;;1745833;10700;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (71);32;;;1756533;2233;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-2;25 (10)";32;1;6;1754533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand flick;11;;;;Construccion;;;
Beiwen Zhang;"14;-60 (1)";32;2;9;1756300;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;OUT LENGTH;;;;Unforced Clara Azurmendi;;;Construccion;;;
Beiwen Zhang;Rest Time (71);32;;;1758766;9500;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (72);33;;;1768266;2666;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;-25 (7)";33;1;6;1766266;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"-5;16 (2)";33;2;2;1767300;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Beiwen Zhang;"-10;-5 (1)";33;3;4;1767300;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Clara Azurmendi;"-7;1 (1)";33;4;1;1768533;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;NET;;;;Error Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (72);33;;;1770933;15066;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (73);34;;;1786000;13033;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"2;25 (6)";34;1;7;1784000;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand short service;7;;;;Construccion;;;
Beiwen Zhang;"-9;-17 (2)";34;2;4;1785066;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Clara Azurmendi;"-13;12 (2)";34;3;1;1785066;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
