Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Barrido Fuerte;Game Phase;Reves;Tipo de recepcion;Match Duration
Beiwen Zhang;"20;11 (1)";8;31;Out;194933;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;OUT SIDE;;;;Unforced Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (8);8;;;201033;16933;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (9);9;;;217966;8200;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-3;25 (1)";9;1;6;215966;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;6;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"4;-17 (1)";9;2;2;217066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Beiwen Zhang;"15;53 (1)";9;3;12;217066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Construccion;;;
Clara Azurmendi;"12;-6 (1)";9;4;1;217066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Beiwen Zhang;"-14;6 (1)";9;5;1;218900;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"11;-53 (1)";9;6;9;220600;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Beiwen Zhang;"15;37 (1)";9;7;8;221800;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Clara Azurmendi;"10;-6 (3)";9;8;1;222233;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Attack;;;
Beiwen Zhang;"3;61 (1)";9;9;11;223133;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;OUT LENGTH;;;;Unforced Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (9);9;;;226166;16800;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (10);10;;;242966;3833;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;25 (2)";10;1;7;240966;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;Beiwen Zhang;Backhand short service;8;;;;Construccion;;;
Clara Azurmendi;"-15;-15 (1)";10;2;4;242033;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"-15;40 (1)";10;3;5;242033;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;5;;;;;;;Construccion;;;
Clara Azurmendi;"-13;-15 (2)";10;4;4;242033;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"-16;55 (1)";10;5;9;242033;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;Winner Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (10);10;;;246800;14666;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (11);11;;;261466;7300;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-3;-26 (1)";11;1;7;259466;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand short service;7;;;;Construccion;;;
Beiwen Zhang;"10;17 (1)";11;2;4;260500;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;Finta;
Clara Azurmendi;"13;-7 (3)";11;3;1;260533;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Beiwen Zhang;"-13;55 (1)";11;4;9;262266;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"-13;-40 (1)";11;5;8;262933;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Beiwen Zhang;"-14;32 (1)";11;6;5;263633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;5;;;;;;;Construccion;;;
Clara Azurmendi;"-14;-15 (2)";11;7;4;263633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"14;55 (1)";11;8;12;263633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Clara Azurmendi;"-15;-42 (1)";11;9;8;266100;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;Winner Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (11);11;;;268766;27300;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (12);12;;;296066;3033;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-3;25 (2)";12;1;6;294066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;6;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"4;-17 (2)";12;2;2;295200;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"-14;7 (1)";12;3;1;295233;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"-14;1 (1)";12;4;1;295233;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;NET;;;;Unforced Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (12);12;;;299100;13300;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (13);13;;;312400;12333;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"2;-26 (2)";13;1;6;310400;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand flick;9;;;;Construccion;;;
Beiwen Zhang;"-3;55 (1)";13;2;10;311733;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;10;;;;;;;Construccion;;;
Clara Azurmendi;"-14;-15 (3)";13;3;4;311733;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Beiwen Zhang;"-14;54 (1)";13;4;9;312800;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"-15;-42 (2)";13;5;8;313500;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Beiwen Zhang;"4;35 (1)";13;6;7;314133;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;;;;;;;Construccion;;;
Clara Azurmendi;"-14;-16 (1)";13;7;4;314133;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"-14;55 (2)";13;8;9;314133;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Construccion;;;
Clara Azurmendi;"9;-55 (2)";13;9;9;314133;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Construccion;;;
Beiwen Zhang;"-14;14 (1)";13;10;1;314133;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"-13;-6 (1)";13;11;4;318600;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"14;54 (2)";13;12;12;318600;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Defence;;;
Clara Azurmendi;"11;-61 (1)";13;13;9;321033;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;OUT LENGTH;;;;Error Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (13);13;;;324733;13433;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (14);14;;;338166;4066;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-3;-25 (2)";14;1;7;336166;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand short service;8;;;;Construccion;;;
Beiwen Zhang;"14;13 (1)";14;2;4;337200;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Clara Azurmendi;"15;-13 (1)";14;3;1;337200;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Beiwen Zhang;"4;55 (1)";14;4;11;338900;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;11;;;;;;;Attack;;;
Clara Azurmendi;"11;-42 (1)";14;5;5;339800;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;5;;;;Winner Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (14);14;;;342233;17866;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (15);15;;;360100;3000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;25 (3)";15;1;7;358100;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;6;;;;Construccion;;;
Clara Azurmendi;"-3;-16 (1)";15;2;3;359300;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Beiwen Zhang;"-13;32 (1)";15;3;5;359300;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;5;;;;;;;Construccion;;;
Clara Azurmendi;"20;-55 (1)";15;4;Out;359300;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;OUT SIDE;;;;Unforced Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (15);15;;;363100;14800;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (16);16;;;377900;2433;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"2;-26 (3)";16;1;6;375900;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand short service;6;;;;Construccion;;;
Beiwen Zhang;"-4;16 (1)";16;2;2;376966;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Clara Azurmendi;"-14;-43 (1)";16;3;8;376966;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;;;;Attack;;;
Beiwen Zhang;"-16;62 (1)";16;4;9;377533;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;OUT LENGTH;;;;Unforced Clara Azurmendi;;;Construccion;;;
Beiwen Zhang;Rest Time (16);16;;;380333;10333;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (17);17;;;390666;6266;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-2;25 (2)";17;1;6;388666;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;6;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"5;-17 (1)";17;2;2;389633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Beiwen Zhang;"15;56 (1)";17;3;12;389633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Defence;;;
Clara Azurmendi;"12;-16 (1)";17;4;1;390933;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"-14;14 (2)";17;5;1;390933;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"14;-53 (1)";17;6;9;392900;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Construccion;;;
Beiwen Zhang;"-5;1 (1)";17;7;2;392900;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;NET;;;;Unforced Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (17);17;;;396933;14033;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (18);18;;;410966;2800;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;25 (4)";18;1;7;408966;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;6;;;;Construccion;;;
Clara Azurmendi;"-5;-17 (1)";18;2;3;410166;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Beiwen Zhang;"-11;62 (1)";18;3;9;410166;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;OUT LENGTH;;;;Unforced Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (18);18;;;413766;9033;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (19);19;;;422800;4466;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-2;25 (3)";19;1;6;420800;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;6;Beiwen Zhang;Forehand short service;6;;;;Construccion;;;
Clara Azurmendi;"4;-16 (1)";19;2;2;422133;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"-2;6 (1)";19;3;2;422166;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Clara Azurmendi;"3;-7 (1)";19;4;2;422166;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Beiwen Zhang;"4;6 (1)";19;5;3;422166;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;3;;;;;;;Attack;;;
Clara Azurmendi;"-14;-27 (1)";19;6;8;424533;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;Winner Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (19);19;;;427266;12033;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (20);20;;;439300;2666;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;24 (1)";20;1;7;437300;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;6;;;;Construccion;;;
Clara Azurmendi;"-5;-17 (2)";20;2;3;438533;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;3;;;;;;;Construccion;;Modificada/Finta;
Beiwen Zhang;"19;19 (1)";20;3;Out;438566;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;OUT SIDE;;;;Unforced Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (20);20;;;441966;68666;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (21);21;;;510633;10466;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-2;25 (4)";21;1;6;508633;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;6;Beiwen Zhang;Forehand short service;6;;;;Construccion;;;
Clara Azurmendi;"5;-16 (1)";21;2;2;509800;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Construccion;;Modificada;
