Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Match Duration;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Barrido Fuerte;Reves;Tipo de recepcion 
Fitriani Fitriani;"-13;55 (4)";29;17;9;2198366;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"-14;-54 (4)";29;18;12;2199566;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"13;14 (4)";29;19;4;2200833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-14 (2)";29;20;1;2200833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"-3;62 (1)";29;21;10;2202700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;OUT LENGTH;;;;Error Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (97);29;;;2206866;8966;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (98);30;;;2215833;7500;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;25 (11)";30;1;7;2213833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;11;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;-54 (5)";30;2;12;2216500;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"15;55 (3)";30;3;12;2216500;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-54 (6)";30;4;12;2217600;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"13;56 (4)";30;5;12;2217600;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"14;-54 (8)";30;6;9;2219700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"1;1 (4)";30;7;3;2220766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (98);30;;;2223333;22466;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (99);31;;;2245800;15800;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;24 (3)";31;1;6;2243800;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"10;-55 (3)";31;2;9;2246233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"-14;12 (3)";31;3;1;2246233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-54 (18)";31;4;9;2247333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"13;56 (5)";31;5;12;2247333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-9 (1)";31;6;1;2249233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"13;6 (4)";31;7;4;2249233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"9;-55 (2)";31;8;9;2251066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"13;55 (10)";31;9;12;2251066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-12 (3)";31;10;1;2253900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"-14;55 (14)";31;11;9;2253900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"-12;-55 (2)";31;12;12;2255966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"13;56 (6)";31;13;12;2255966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"8;1 (1)";31;14;4;2257900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;NET;;;;Error Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (99);31;;;2261600;17433;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (100);32;;;2279033;4333;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-2;-25 (8)";32;1;7;2277033;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;7;;;Construccion;;;
Fitriani Fitriani;"9;18 (1)";32;2;4;2277933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;Finta
Mutiara Ayu Puspitasar;"13;-53 (3)";32;3;9;2277933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Fitriani Fitriani;"14;13 (2)";32;4;4;2278533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"15;-55 (2)";32;5;9;2279466;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;Winner Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (100);32;;;2283366;15733;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (101);33;;;2299100;16500;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;25 (12)";33;1;7;2297100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"-8;-54 (1)";33;2;12;2299533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-14;56 (9)";33;3;9;2299533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-55 (15)";33;4;12;2300766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-14;13 (4)";33;5;1;2300766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-53 (4)";33;6;9;2303400;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"12;38 (1)";33;7;8;2303900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-16 (4)";33;8;4;2303900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-14;12 (4)";33;9;1;2303900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-54 (7)";33;10;12;2306900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"14;55 (11)";33;11;12;2306900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-15 (2)";33;12;1;2308633;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"11;12 (1)";33;13;4;2309533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-8;-55 (1)";33;14;12;2310933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"13;14 (5)";33;15;4;2310933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (101);33;;;2315600;10733;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (102);34;;;2326333;12666;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;-26 (3)";34;1;6;2324333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;7;;;Construccion;;;
Fitriani Fitriani;"-8;19 (2)";34;2;1;2325200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"14;-51 (1)";34;3;9;2325200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Fitriani Fitriani;"-14;55 (15)";34;4;9;2326066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"-15;-14 (1)";34;5;4;2327666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-15;6 (2)";34;6;1;2327666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;-7 (2)";34;7;4;2327666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Fitriani Fitriani;"-14;55 (16)";34;8;9;2331366;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-15 (3)";34;9;1;2331366;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"-14;54 (6)";34;10;9;2333266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-8;-54 (2)";34;11;12;2335300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"14;17 (2)";34;12;4;2335300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (102);34;;;2339000;27000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (103);35;;;2366000;17966;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-1;-25 (4)";35;1;7;2364000;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Forehand long service;9;;;Construccion;;;
Fitriani Fitriani;"4;53 (1)";35;2;11;2366600;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;11;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"14;-39 (2)";35;3;5;2367233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"13;10 (2)";35;4;4;2367266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"2;-7 (2)";35;5;2;2367266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Fitriani Fitriani;"2;6 (2)";35;6;3;2367266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;3;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;-55 (16)";35;7;12;2367266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"-14;54 (7)";35;8;9;2369733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"-14;-40 (3)";35;9;8;2371366;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Fitriani Fitriani;"9;16 (1)";35;10;4;2371400;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"15;-14 (1)";35;11;1;2372400;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"-14;55 (17)";35;12;9;2372400;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-15;-55 (3)";35;13;12;2375200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"-14;55 (18)";35;14;9;2375933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"11;-39 (1)";35;15;5;2378466;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"10;14 (1)";35;16;4;2378500;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;-6 (3)";35;17;1;2378500;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"12;7 (2)";35;18;4;2378500;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"14;2 (1)";35;19;4;2381266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;NET;;;;Error Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (103);35;;;2383966;24966;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (104);36;;;2408933;5600;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
