Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Match Duration;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Barrido Fuerte;Reves;Tipo de recepcion 
Mutiara Ayu Puspitasar;"3;-35 (1)";25;3;6;1228666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;;;;;;Defence;;;
Fitriani Fitriani;"10;32 (1)";25;4;8;1229100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;8;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;-6 (1)";25;5;1;1229100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"12;9 (1)";25;6;4;1230433;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"11;-6 (1)";25;7;1;1230433;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"9;5 (1)";25;8;4;1232333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"10;-56 (1)";25;9;9;1232333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"13;55 (6)";25;10;12;1232333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"13;-40 (2)";25;11;5;1236066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"10;10 (1)";25;12;4;1236066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"2;-7 (1)";25;13;2;1236066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Fitriani Fitriani;"-15;55 (3)";25;14;9;1236066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"-3;-53 (3)";25;15;11;1237666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;11;;;;;;Construccion;;;
Fitriani Fitriani;"13;9 (1)";25;16;4;1237666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-7 (2)";25;17;1;1237666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"9;53 (1)";25;18;12;1237666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-55 (3)";25;19;9;1237666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"16;2 (1)";25;20;4;1237666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (59);25;;;1245300;19400;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (60);26;;;1264700;6100;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;26 (4)";26;1;7;1262700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;9;;;Construccion;;;
Mutiara Ayu Puspitasar;"-4;-54 (1)";26;2;11;1265100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;11;;;;;;Attack;;;
Fitriani Fitriani;"-14;39 (1)";26;3;5;1265233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-12;-16 (1)";26;4;4;1265733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-13;7 (2)";26;5;1;1265733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-13;1 (3)";26;6;1;1265733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;Unforced Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (60);26;;;1270800;11500;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (61);27;;;1282300;19766;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-2;-24 (3)";27;1;7;1280300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;3;;;Construccion;;;
Fitriani Fitriani;"9;20 (2)";27;2;8;1281200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;Finta
Mutiara Ayu Puspitasar;"13;-54 (7)";27;3;9;1281300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Fitriani Fitriani;"14;13 (1)";27;4;4;1282200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-54 (8)";27;5;9;1282200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"13;53 (2)";27;6;12;1282200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"15;-43 (1)";27;7;5;1285300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"12;6 (1)";27;8;4;1285833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"-14;-13 (2)";27;9;4;1287033;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Fitriani Fitriani;"-15;10 (1)";27;10;1;1287633;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-13;-53 (1)";27;11;12;1288566;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-14;13 (2)";27;12;1;1290333;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"13;-54 (9)";27;13;9;1291900;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"-10;38 (1)";27;14;5;1292433;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-14 (1)";27;15;4;1292966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Fitriani Fitriani;"-13;6 (3)";27;16;1;1294266;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"14;-55 (2)";27;17;9;1295766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"14;55 (3)";27;18;12;1295766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-53 (4)";27;19;12;1298533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"9;2 (1)";27;20;4;1298533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (61);27;;;1302066;24533;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (62);28;;;1326600;8033;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;26 (4)";28;1;6;1324600;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;11;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;-54 (2)";28;2;9;1327066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"-14;39 (2)";28;3;5;1327300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-11;-16 (1)";28;4;4;1327833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-12;7 (1)";28;5;1;1327833;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"14;-54 (3)";28;6;9;1331066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Fitriani Fitriani;"4;6 (1)";28;7;3;1331233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;3;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"-4;-35 (1)";28;8;7;1332200;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;;;;Winner Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (62);28;;;1334633;9166;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (63);29;;;1343800;4533;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;24 (2)";29;1;7;1341866;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand short service;3;;;Construccion;;;
Mutiara Ayu Puspitasar;"-12;-18 (1)";29;2;4;1341933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;4;;;;;;Construccion;;;Finta
Fitriani Fitriani;"-14;54 (5)";29;3;9;1341933;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;F;Reves;
Mutiara Ayu Puspitasar;"-3;-38 (2)";29;4;7;1343600;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;;;;;;Defence;;;
Fitriani Fitriani;"-12;11 (1)";29;5;1;1343600;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-56 (1)";29;6;9;1343600;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;Winner Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (63);29;;;1348333;14400;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (64);30;;;1362733;7300;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;25 (7)";30;1;6;1360733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Fitriani Fitriani;;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"10;-54 (1)";30;2;9;1363100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"12;37 (1)";30;3;8;1363100;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;8;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-16 (3)";30;4;1;1363800;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"14;56 (4)";30;5;12;1365166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-3;-15 (1)";30;6;3;1365166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;3;;;;;;Construccion;;;
Fitriani Fitriani;"-10;1 (2)";30;7;1;1365166;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (64);30;;;1370033;15033;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (65);31;;;1385066;3900;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;26 (5)";31;1;7;1383066;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;11;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;-55 (8)";31;2;12;1385633;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"16;36 (2)";31;3;8;1386433;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;8;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (65);31;;;1388966;19000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (66);32;;;1407966;9666;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"1;-24 (2)";32;1;6;1405966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Forehand long service;10;;;Construccion;;;
Fitriani Fitriani;"-9;55 (1)";32;2;9;1408700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-55 (4)";32;3;9;1408700;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Fitriani Fitriani;"-11;13 (1)";32;4;1;1410300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-13;-53 (2)";32;5;12;1410300;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"4;10 (1)";32;6;3;1411433;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;3;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"11;-12 (1)";32;7;1;1411433;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"-20;49 (1)";32;8;Out;1413666;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;OUT SIDE;;;;Error Mutiara Ayu Puspitasar;;Construccion;;;
