Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Tipo de recepcion;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Reves;Match Duration 
Line Christophersen;Rest Time (46);15;;;1453880;29200;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (47);16;;;1483080;5080;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;-24 (4)";16;1;6;1481080;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;5;;Construccion;;;;;
Leonice Huet;"-3;17 (1)";16;2;2;1482120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Line Christophersen;"-13;-54 (5)";16;3;12;1482120;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"-14;16 (1)";16;4;1;1483280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Line Christophersen;"12;-9 (1)";16;5;1;1483280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"-19;13 (1)";16;6;Out;1483280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;OUT SIDE;;;;;Construccion;Unforced Line Christophersen;;;;
Leonice Huet;Rest Time (47);16;;;1488160;12160;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (48);17;;;1500320;3360;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-2;25 (4)";17;1;6;1498320;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Leonice Huet;Forehand flick;10;;Construccion;;;;;
Line Christophersen;"9;-55 (1)";17;2;9;1499640;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"13;28 (1)";17;3;8;1499640;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;8;;;;;Defence;;;;;
Line Christophersen;"-13;-37 (1)";17;4;8;1500280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;8;;;;;Attack;;;;;
Leonice Huet;"-20;40 (1)";17;5;Out;1500800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;OUT SIDE;;;;;Construccion;Unforced Line Christophersen;;;;
Line Christophersen;Rest Time (48);17;;;1503680;12280;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (49);18;;;1515960;5200;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"2;25 (9)";18;1;7;1513960;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;Leonice Huet;Forehand short service;2;;Construccion;;;;;
Line Christophersen;"-4;-18 (1)";18;2;3;1514800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;3;;;;Modificada/Finta;Construccion;;;;;
Leonice Huet;"-13;55 (6)";18;3;9;1515000;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Line Christophersen;"-4;-36 (3)";18;4;7;1515800;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;;;;;Defence;;;;;
Leonice Huet;"-10;13 (1)";18;5;1;1516280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Line Christophersen;"-13;-54 (6)";18;6;12;1516280;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"11;62 (1)";18;7;12;1517600;4000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;OUT LENGTH;;;;;Construccion;Error Line Christophersen;;;;
Line Christophersen;Rest Time (49);18;;;1521160;67000;5;DEN;FRA;Before;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (50);19;;;1588160;7320;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-2;24 (9)";19;1;6;1586160;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Leonice Huet;Forehand short service;5;;Construccion;;;;;
Line Christophersen;"3;-17 (1)";19;2;2;1587120;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;2;;;;Finta;Construccion;;;;;
Leonice Huet;"-15;14 (1)";19;3;1;1588000;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"14;-54 (2)";19;4;9;1588000;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"13;55 (9)";19;5;12;1588000;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Line Christophersen;"10;-16 (2)";19;6;1;1590400;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"13;55 (10)";19;7;12;1590400;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;F;;
Line Christophersen;"-14;-39 (1)";19;8;8;1592760;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;8;;;;;Attack;;;;;
Leonice Huet;"-12;2 (1)";19;9;1;1592760;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Line Christophersen;;;;
Line Christophersen;Rest Time (50);19;;;1595480;15120;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (51);20;;;1610600;6720;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"2;24 (5)";20;1;7;1608600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;Leonice Huet;Forehand short service;7;;Construccion;;;;;
Line Christophersen;"-10;-18 (2)";20;2;4;1609520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Leonice Huet;"-15;56 (2)";20;3;9;1609520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Defence;;;;Reves;
Line Christophersen;"-3;-55 (1)";20;4;11;1610800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;11;;;;;Construccion;;;;;
Leonice Huet;"-14;56 (4)";20;5;9;1610800;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Defence;;;;;
Line Christophersen;"12;-55 (5)";20;6;9;1613040;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Leonice Huet;"14;47 (1)";20;7;8;1614640;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;8;;;;;Construccion;Winner Line Christophersen;;;;
Line Christophersen;Rest Time (51);20;;;1617320;22240;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (52);21;;;1639560;3960;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;-26 (2)";21;1;7;1637560;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;7;;Construccion;;;;;
Leonice Huet;"8;18 (1)";21;2;4;1638480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Line Christophersen;"-15;-55 (5)";21;3;12;1638480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"-21;52 (1)";21;4;Out;1639680;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;OUT SIDE;;;;;Construccion;Error Line Christophersen;;;;
Leonice Huet;Rest Time (52);21;;;1643520;11560;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (53);22;;;1655080;21080;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-2;26 (3)";22;1;6;1653080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Leonice Huet;Forehand short service;5;;Construccion;;;;;
Line Christophersen;"4;-18 (6)";22;2;2;1654000;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"14;13 (2)";22;3;4;1654000;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Defence;;;;;
Line Christophersen;"-14;-55 (9)";22;4;12;1654840;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Leonice Huet;"-15;35 (1)";22;5;5;1656200;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Line Christophersen;"-12;-16 (1)";22;6;4;1656680;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Leonice Huet;"-14;11 (1)";22;7;1;1656680;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"13;-54 (2)";22;8;9;1658600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"-15;16 (2)";22;9;1;1658600;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"-12;-53 (1)";22;10;12;1660880;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Leonice Huet;"-3;39 (1)";22;11;6;1661480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;;;;;Defence;;;;;
Line Christophersen;"10;-28 (1)";22;12;5;1661960;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;5;;;;;Construccion;;;;;
Leonice Huet;"-12;12 (1)";22;13;1;1661960;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Defence;;;;;
Line Christophersen;"12;-55 (6)";22;14;9;1663320;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Construccion;;;;;
Leonice Huet;"-15;29 (1)";22;15;5;1663320;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Line Christophersen;"-5;-12 (1)";22;16;3;1665720;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;3;;;;;Construccion;;;;;
Leonice Huet;"-14;55 (8)";22;17;9;1665720;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Defence;;;;;
Line Christophersen;"-14;-56 (6)";22;18;12;1667640;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Construccion;;;;;
Leonice Huet;"-15;56 (3)";22;19;9;1667640;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Line Christophersen;"11;-29 (1)";22;20;5;1670880;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Leonice Huet;"11;13 (1)";22;21;4;1670920;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Defence;;;;;
Line Christophersen;"14;-15 (1)";22;22;1;1672000;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Construccion;;;;;
Leonice Huet;"14;55 (4)";22;23;12;1672000;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Construccion;Winner Line Christophersen;;;;
Line Christophersen;Rest Time (53);22;;;1676160;30360;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (54);23;;;1706520;5200;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"2;-25 (6)";23;1;6;1704520;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Line Christophersen;Backhand short service;5;;Construccion;;;;;
Leonice Huet;"-3;16 (1)";23;2;2;1705480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Line Christophersen;"-14;-55 (10)";23;3;12;1705480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
Leonice Huet;"-12;6 (1)";23;4;1;1706720;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Attack;;;;;
Line Christophersen;"-3;-38 (1)";23;5;7;1707960;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;;;;;Defence;;;;;
Leonice Huet;"-4;27 (1)";23;6;6;1707880;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;;;;;Attack;;;;;
Line Christophersen;"-3;-36 (1)";23;7;7;1708200;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;;;;;Defence;;;;;
Leonice Huet;"-13;6 (1)";23;8;1;1709480;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Attack;;;;;
Line Christophersen;"-3;-36 (2)";23;9;7;1709360;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;;;;;Construccion;Winner Leonice Huet;;;;
Leonice Huet;Rest Time (54);23;;;1711720;18400;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (55);24;;;1730120;6760;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"2;24 (6)";24;1;7;1728120;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;Leonice Huet;Forehand short service;3;;Construccion;;;;;
Line Christophersen;"-11;-18 (2)";24;2;4;1729080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;4;;;;;Construccion;;;;;
Leonice Huet;"15;54 (1)";24;3;12;1729080;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;F;;
Line Christophersen;"12;-39 (1)";24;4;5;1730840;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Leonice Huet;"-10;54 (1)";24;5;9;1731560;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;9;;;;;Attack;;;;;
Line Christophersen;"-2;-40 (1)";24;6;7;1731880;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;;;;;Defence;;;;;
Leonice Huet;"-12;6 (2)";24;7;1;1732280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;1;;;;;Attack;;;;;
Line Christophersen;"-3;-39 (2)";24;8;7;1732840;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;;;;;Defence;;;;;
Leonice Huet;"10;29 (1)";24;9;8;1733280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;8;;;;;Construccion;;;;;
Line Christophersen;"10;1 (1)";24;10;4;1733280;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Leonice Huet;;;;
Line Christophersen;Rest Time (55);24;;;1736880;22560;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Line Christophersen;Rally Time (56);25;;;1759440;760;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Line Christophersen;"-2;-25 (5)";25;1;7;1757440;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;7;Line Christophersen;Backhand short service;7;;Construccion;;;;;
Leonice Huet;"6;1 (1)";25;2;4;1758160;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;NET;;;;;Construccion;Unforced Line Christophersen;;;;
Leonice Huet;Rest Time (56);25;;;1760200;11560;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;;3;2;Denmark Master 2021;24;74;;;;;;;;Rest Time;;;
Leonice Huet;Rally Time (57);26;;;1771760;8360;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;;;;;;;;;;;
Leonice Huet;"-1;24 (1)";26;1;6;1769760;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;6;Leonice Huet;Forehand short service;6;;Construccion;;;;;
Line Christophersen;"5;-18 (2)";26;2;2;1770400;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;2;;;;;Construccion;;;;;
Leonice Huet;"13;56 (6)";26;3;12;1770400;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Attack;;;;;
Line Christophersen;"11;-37 (1)";26;4;5;1772160;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;5;;;;;Defence;;;;;
Leonice Huet;"13;55 (11)";26;5;12;1772160;4000;5;DEN;FRA;After;Line Christophersen-Leonice Huet;Right handed;Right handed;Line Christophersen;Leonice Huet;Rally Time;3;2;Denmark Master 2021;24;74;12;;;;;Defence;;;;;
