Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Reves;Tipo de recepcion;Barrido Fuerte;Match Duration
Maria Ulitina;"-13;-16 (1)";10;10;4;2289480;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;4;;;;Construccion;Winner Marie Batomene;;;;;
Maria Ulitina;Rest Time (82);10;;;2293560;22480;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (83);11;;;2316040;3040;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;24 (15)";11;1;7;2314040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"-5;-19 (1)";11;2;3;2314680;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Marie Batomene;"-14;55 (5)";11;3;9;2314680;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Maria Ulitina;"-11;1 (1)";11;4;1;2315960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Error Marie Batomene;;;;;
Maria Ulitina;Rest Time (83);11;;;2319080;12600;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (84);12;;;2331680;640;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;-26 (3)";12;1;6;2329680;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;2;Construccion;;;;;;
Marie Batomene;"-1;1 (2)";12;2;2;2330320;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Marie Batomene;Rest Time (84);12;;;2332320;14240;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (85);13;;;2346560;3240;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;23 (2)";13;1;6;2344560;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;3;Construccion;;;;;;
Maria Ulitina;"10;-18 (4)";13;2;1;2345600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"-10;10 (1)";13;3;1;2345600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"-10;-55 (2)";13;4;12;2345600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Marie Batomene;"-11;3 (1)";13;5;1;2347280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (85);13;;;2349800;25040;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (86);14;;;2374840;10640;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;24 (16)";14;1;7;2372840;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"-5;-18 (4)";14;2;3;2373760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Marie Batomene;"12;54 (3)";14;3;12;2373880;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Maria Ulitina;"11;-40 (2)";14;4;5;2375000;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Marie Batomene;"10;53 (1)";14;5;12;2375600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"11;-39 (1)";14;6;5;2376520;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Marie Batomene;"14;56 (2)";14;7;12;2377040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Maria Ulitina;"-13;-55 (5)";14;8;12;2378280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Marie Batomene;"-10;35 (1)";14;9;5;2379920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Construccion;;;;;;
Maria Ulitina;"8;-30 (1)";14;10;5;2379920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Construccion;;;;;;
Marie Batomene;"12;11 (1)";14;11;4;2379920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Maria Ulitina;"11;-55 (2)";14;12;9;2381760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"13;2 (1)";14;13;4;2382960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (86);14;;;2385480;22320;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (87);15;;;2407800;4080;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;25 (9)";15;1;6;2405800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;4;Construccion;;;;;;
Maria Ulitina;"13;-17 (2)";15;2;1;2406680;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"13;13 (1)";15;3;4;2406680;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Maria Ulitina;"12;-54 (2)";15;4;9;2407720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"21;43 (1)";15;5;Out;2409360;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (87);15;;;2411880;13920;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (88);16;;;2425800;2360;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;26 (4)";16;1;7;2423800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"-4;-19 (2)";16;2;3;2424400;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Marie Batomene;"20;48 (1)";16;3;Out;2424800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (88);16;;;2428160;68840;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (89);17;;;2497000;4320;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (9)";17;1;6;2495000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-10;19 (1)";17;2;1;2496040;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"-3;-9 (1)";17;3;3;2496040;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Defence;;;;;;
Maria Ulitina;"-13;55 (3)";17;4;9;2496840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"20;-32 (1)";17;5;Out;2499280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (89);17;;;2501320;10280;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (90);18;;;2511600;7840;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-26 (3)";18;1;7;2509600;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"5;18 (1)";18;2;3;2510200;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Marie Batomene;"-15;-55 (2)";18;3;12;2510600;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Maria Ulitina;"15;54 (1)";18;4;12;2511640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Marie Batomene;"13;-40 (2)";18;5;5;2513280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Construccion;;;;;;
Maria Ulitina;"-13;14 (1)";18;6;1;2513280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Marie Batomene;"12;-53 (2)";18;7;9;2514080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Defence;;;;;;
Maria Ulitina;"3;54 (3)";18;8;11;2516240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;11;;;;Attack;;;;;;
Marie Batomene;"8;2 (1)";18;9;4;2516920;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (90);18;;;2519440;16920;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (91);19;;;2536360;4440;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (10)";19;1;6;2534360;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-9;18 (1)";19;2;1;2535280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"13;-55 (5)";19;3;9;2535280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Defence;;;;;;
Maria Ulitina;"-12;55 (1)";19;4;9;2536280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"-12;-40 (1)";19;5;8;2538080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Maria Ulitina;"-2;1 (2)";19;6;2;2538080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Error Marie Batomene;;;;;
Maria Ulitina;Rest Time (91);19;;;2540800;15840;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (92);20;;;2556640;4240;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;25 (6)";20;1;7;2554640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Maria Ulitina;Backhand flick;10;Construccion;;;;;;
Marie Batomene;"-11;-54 (1)";20;2;12;2556280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"-15;38 (1)";20;3;5;2556720;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Marie Batomene;"-13;-54 (2)";20;4;12;2556840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"-13;45 (1)";20;5;5;2558160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;5;;;;Construccion;Winner Marie Batomene;;;;;
Marie Batomene;Rest Time (92);20;;;2560880;19880;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (93);21;;;2580760;6360;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-25 (13)";21;1;7;2578760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"5;17 (1)";21;2;3;2579240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Marie Batomene;"13;-8 (2)";21;3;1;2579240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"13;55 (8)";21;4;12;2580520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Construccion;;;;;;
Marie Batomene;"-14;-55 (4)";21;5;12;2580520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Maria Ulitina;"-13;56 (2)";21;6;9;2583400;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Construccion;Winner Marie Batomene;;;;;
Maria Ulitina;Rest Time (93);21;;;2587120;16120;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (94);22;;;2603240;6080;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-27 (1)";22;1;6;2601240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-8;18 (2)";22;2;1;2601880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"12;-54 (3)";22;3;9;2601880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"13;38 (1)";22;4;8;2603640;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"-14;-14 (1)";22;5;4;2603680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"14;55 (4)";22;6;12;2603680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Marie Batomene;"13;-54 (1)";22;7;9;2605840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"14;43 (2)";22;8;8;2606680;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;8;;;;Construccion;Winner Marie Batomene;;;;;
Maria Ulitina;Rest Time (94);22;;;2609320;19760;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (95);23;;;2629080;1880;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-1;-25 (1)";23;1;7;2627080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"5;14 (1)";23;2;3;2628080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Marie Batomene;"9;2 (1)";23;3;4;2628080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (95);23;;;2630960;13200;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;3;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (96);24;;;2644160;3880;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (11)";24;1;6;2642160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-8;18 (3)";24;2;1;2643000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;1;;;;Construccion;;;;Modificada/Finta;;
Marie Batomene;"12;-53 (3)";24;3;9;2643080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Defence;;;;;;
Maria Ulitina;"-14;55 (6)";24;4;9;2644760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;3;Spanish International 2021;91;58;9;;;;Construccion;Winner Marie Batomene;;;;;
