Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Reves;Tipo de recepcion;Barrido Fuerte;Match Duration
Maria Ulitina;"10;-53 (1)";30;6;9;911080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;9;;;;Defence;;;;;;
Marie Batomene;"12;56 (2)";30;7;12;912760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"3;-37 (1)";30;8;6;914040;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;6;;;;Defence;;;;;;
Marie Batomene;"-14;12 (1)";30;9;1;914080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"-14;-55 (2)";30;10;12;914080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Marie Batomene;"-14;1 (1)";30;11;1;916800;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;NET;;;;Construccion;Error Maria Ulitina;;;;;
Maria Ulitina;Rest Time (30);30;;;918840;17160;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;1;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (31);31;;;936000;3800;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;24 (6)";31;1;7;934000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"-5;-18 (2)";31;2;3;934920;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Marie Batomene;"15;55 (2)";31;3;12;934960;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Maria Ulitina;"11;-53 (1)";31;4;9;936160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"-14;42 (1)";31;5;5;937240;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;5;;;;Construccion;Winner Maria Ulitina;;;;;
Maria Ulitina;Rest Time (31);31;;;939800;18200;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;1;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (32);32;;;958000;3160;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;-24 (3)";32;1;6;956000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;6;Construccion;;;;;;
Marie Batomene;"-5;16 (1)";32;2;2;957400;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;2;;;;Construccion;;;;Finta;;
Maria Ulitina;"10;-53 (2)";32;3;9;957400;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"10;1 (2)";32;4;4;958520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;1;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Marie Batomene;Rest Time (32);32;;;961160;113560;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;1;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (33);1;;;1074720;13440;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-25 (3)";1;1;7;1072720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;7;Construccion;;;;Modificada/Finta;;
Maria Ulitina;"8;18 (1)";1;2;4;1073920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"-15;-55 (1)";1;3;12;1073920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Maria Ulitina;"14;29 (1)";1;4;8;1075920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"13;-15 (1)";1;5;1;1075920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"13;55 (1)";1;6;12;1075920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Marie Batomene;"13;-42 (1)";1;7;5;1078720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Maria Ulitina;"-10;16 (1)";1;8;1;1078760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Marie Batomene;"11;-55 (1)";1;9;9;1079600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Maria Ulitina;"-13;53 (1)";1;10;9;1079600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"10;-38 (1)";1;11;5;1082440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Maria Ulitina;"10;13 (1)";1;12;4;1082440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"12;-54 (1)";1;13;9;1082440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Maria Ulitina;"4;8 (1)";1;14;3;1084040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Attack;;;;;;
Marie Batomene;"3;-40 (1)";1;15;6;1084600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;;;;Defence;;;;;;
Maria Ulitina;"-14;54 (3)";1;16;9;1085080;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"-13;-42 (1)";1;17;8;1085760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Construccion;Winner Maria Ulitina;;;;;
Maria Ulitina;Rest Time (33);1;;;1088160;15400;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (34);2;;;1103560;4320;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (3)";2;1;6;1101560;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand flick;11;Construccion;;;;;;
Marie Batomene;"13;-55 (2)";2;2;9;1102760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Maria Ulitina;"12;17 (1)";2;3;4;1102760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"-14;-55 (3)";2;4;12;1102760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Maria Ulitina;"-13;28 (1)";2;5;5;1104440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Construccion;;;;;;
Marie Batomene;"-2;1 (1)";2;6;2;1104440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Marie Batomene;Rest Time (34);2;;;1107880;18400;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (35);3;;;1126280;2880;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (3)";3;1;6;1124280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-10;18 (1)";3;2;1;1125360;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;Finta;;
Marie Batomene;"-14;-54 (2)";3;3;12;1125360;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"15;45 (1)";3;4;8;1126240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Construccion;Winner Marie Batomene;;;;;
Maria Ulitina;Rest Time (35);3;;;1129160;17160;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (36);4;;;1146320;13080;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-25 (4)";4;1;7;1144320;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;5;Construccion;;;;;;
Maria Ulitina;"3;17 (1)";4;2;3;1145000;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Marie Batomene;"13;-56 (1)";4;3;9;1145000;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Maria Ulitina;"12;54 (1)";4;4;12;1146280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Marie Batomene;"12;-56 (2)";4;5;9;1147760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"14;36 (1)";4;6;8;1149480;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"12;-16 (2)";4;7;1;1149600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"-14;12 (2)";4;8;1;1149600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Marie Batomene;"-13;-14 (1)";4;9;4;1151960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"13;55 (2)";4;10;12;1151960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;F;
Marie Batomene;"11;-43 (1)";4;11;5;1153520;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Construccion;;;;;;
Maria Ulitina;"12;12 (1)";4;12;4;1153520;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"13;-55 (3)";4;13;9;1153520;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Maria Ulitina;"-14;17 (1)";4;14;1;1153520;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;Winner Marie Batomene;;;;;
Maria Ulitina;Rest Time (36);4;;;1159400;18960;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (37);5;;;1178360;9400;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (4)";5;1;6;1176360;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-10;16 (2)";5;2;1;1177400;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;Modificada;;
Marie Batomene;"-12;-7 (1)";5;3;4;1177440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"-13;6 (1)";5;4;1;1177440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"-13;-6 (1)";5;5;4;1177440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Maria Ulitina;"-13;54 (2)";5;6;9;1179960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Marie Batomene;"13;-40 (1)";5;7;5;1182040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Maria Ulitina;"13;14 (1)";5;8;4;1182600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Attack;;;;;;
Marie Batomene;"12;-43 (1)";5;9;5;1184040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Maria Ulitina;"10;55 (2)";5;10;12;1184080;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Marie Batomene;"5;1 (1)";5;11;3;1185720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (37);5;;;1187760;20400;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (38);6;;;1208160;5320;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;-25 (5)";6;1;7;1206160;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;6;Construccion;;;;;;
Marie Batomene;"7;13 (1)";6;2;4;1206920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"12;-8 (1)";6;3;1;1206920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Marie Batomene;"12;54 (2)";6;4;12;1208040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Construccion;;;;;;
Maria Ulitina;"11;-15 (1)";6;5;1;1208040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Marie Batomene;"1;1 (1)";6;6;3;1210760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;NET;;;;Construccion;Error Marie Batomene;;;;;
Marie Batomene;Rest Time (38);6;;;1213480;24120;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (39);7;;;1237600;2840;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;23 (1)";7;1;7;1235600;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;8;Construccion;;;;;;
Marie Batomene;"-12;-18 (1)";7;2;4;1236800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"14;56 (1)";7;3;12;1236800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Construccion;Winner Marie Batomene;;;;;
Marie Batomene;Rest Time (39);7;;;1240440;19360;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (40);8;;;1259800;2200;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-24 (4)";8;1;6;1257800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand flick;9;Construccion;;;;;;
Maria Ulitina;"-3;61 (1)";8;2;10;1259520;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT LENGTH;;;;Construccion;Unforced Marie Batomene;;;;;
Maria Ulitina;Rest Time (40);8;;;1262000;14000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (41);9;;;1276000;4840;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (4)";9;1;6;1274000;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;5;Construccion;;;;;;
Marie Batomene;"4;-16 (2)";9;2;2;1275040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Construccion;;;;;;
Maria Ulitina;"12;10 (1)";9;3;4;1275040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"12;-55 (2)";9;4;9;1275040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Maria Ulitina;"-13;13 (1)";9;5;1;1276960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"-12;-12 (1)";9;6;4;1276960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;Winner Maria Ulitina;;;;;
Marie Batomene;Rest Time (41);9;;;1280840;14880;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (42);10;;;1295720;2160;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
