Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Reves;Rally Outcome;Rest Time;Tipo de recepcion;Barrido Fuerte;Match Duration
Fitriani Fitriani;"-12;27 (1)";24;3;5;818240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;5;;;;Construccion;;;;;;
Clara Azurmendi;"-12;1 (1)";24;4;1;818240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (24);24;;;821720;17360;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (25);25;;;839080;6400;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;-25 (4)";25;1;6;837080;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand flick;9;Construccion;;;;;;
Fitriani Fitriani;"-4;54 (1)";25;2;10;838440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;10;;;;Construccion;;;;;;
Clara Azurmendi;"-12;-55 (1)";25;3;12;838440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;56 (3)";25;4;9;838440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-55 (4)";25;5;12;838440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-20;56 (1)";25;6;Out;838440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (25);25;;;845480;13360;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (26);26;;;858840;5040;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"2;24 (3)";26;1;7;856840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"-10;-56 (1)";26;2;12;859280;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;55 (3)";26;3;9;859280;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-19;-56 (1)";26;4;Out;859280;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (26);26;;;863880;11520;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (27);27;;;875400;4120;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-2;-24 (3)";27;1;7;873400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand short service;8;Construccion;;;;;;
Fitriani Fitriani;"13;16 (1)";27;2;4;874480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"15;-55 (1)";27;3;9;874480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Defence;Reves;;;;;
Fitriani Fitriani;"-9;54 (1)";27;4;9;875800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-12;1 (2)";27;5;1;875800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (27);27;;;879520;14080;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (28);28;;;893600;18320;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;-25 (5)";28;1;6;891600;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand short service;6;Construccion;;;;;;
Fitriani Fitriani;"-7;18 (1)";28;2;1;892560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Clara Azurmendi;"-15;-14 (1)";28;3;4;892560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"-15;55 (3)";28;4;9;892560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"11;-55 (1)";28;5;9;892560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"13;28 (1)";28;6;8;892560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;8;;;;Construccion;;;;;;
Clara Azurmendi;"14;-16 (1)";28;7;1;892560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;54 (3)";28;8;9;892560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Clara Azurmendi;"-13;-14 (1)";28;9;4;898480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"15;55 (1)";28;10;12;898480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Clara Azurmendi;"13;-15 (1)";28;11;1;900920;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"13;55 (1)";28;12;12;900920;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Clara Azurmendi;"12;-56 (1)";28;13;9;903040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Fitriani Fitriani;"-14;55 (4)";28;14;9;904520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-56 (2)";28;15;12;904520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;54 (4)";28;16;9;904520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"14;-55 (8)";28;17;9;904520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;18 (2)";28;18;1;904520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Construccion;;Winner Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (28);28;;;911920;18680;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (29);29;;;930600;3280;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-2;-26 (3)";29;1;7;928600;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"9;54 (2)";29;2;12;929800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-15;-55 (1)";29;3;12;929800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"20;20 (1)";29;4;Out;929800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (29);29;;;933880;14680;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (30);30;;;948560;9480;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-2;25 (3)";30;1;6;946560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"12;-55 (3)";30;2;9;949240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;55 (5)";30;3;9;949240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Clara Azurmendi;"-14;-17 (1)";30;4;4;950240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;56 (4)";30;5;9;950240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-55 (5)";30;6;12;950240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-15;35 (1)";30;7;5;950240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;5;;;;Construccion;;;;;;
Clara Azurmendi;"-12;-14 (1)";30;8;4;950240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"-2;1 (1)";30;9;2;950240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (30);30;;;958040;13800;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (31);31;;;971840;15120;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"2;25 (4)";31;1;7;969840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;11;Construccion;;;;;;
Clara Azurmendi;"-14;-55 (6)";31;2;12;972280;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"13;11 (1)";31;3;4;972280;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Clara Azurmendi;"14;-7 (1)";31;4;1;973440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"13;5 (1)";31;5;4;973440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"14;-55 (9)";31;6;9;973440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"5;54 (1)";31;7;11;973440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;11;;;;Construccion;;;;;;
Clara Azurmendi;"14;-55 (10)";31;8;9;973440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Fitriani Fitriani;"4;54 (1)";31;9;11;979760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;11;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-55 (7)";31;10;12;979760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Fitriani Fitriani;"-15;54 (1)";31;11;9;982240;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Attack;;;;;;
Clara Azurmendi;"-15;-40 (1)";31;12;8;983360;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;8;;;;Defence;;;;;;
Fitriani Fitriani;"-14;15 (1)";31;13;1;983880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (31);31;;;986960;24920;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (32);32;;;1011880;2920;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;-24 (4)";32;1;6;1009880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand short service;5;Construccion;;;;;;
Fitriani Fitriani;"-3;16 (2)";32;2;2;1010840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;2;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-55 (8)";32;3;12;1010840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"3;1 (1)";32;4;3;1010840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (32);32;;;1014800;16880;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (33);33;;;1031680;10440;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-2;25 (4)";33;1;6;1029680;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand long service;11;Construccion;;;;;;
Clara Azurmendi;"13;-55 (4)";33;2;9;1032200;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"12;30 (1)";33;3;8;1032200;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;8;;;;Construccion;;;;;;
Clara Azurmendi;"-14;-16 (1)";33;4;4;1032200;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Fitriani Fitriani;"-15;55 (4)";33;5;9;1034160;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Attack;;;;;;
Clara Azurmendi;"-15;-36 (1)";33;6;8;1034960;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;8;;;;Defence;;;;;;
Fitriani Fitriani;"4;54 (2)";33;7;11;1035800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;11;;;;Attack;;;;;;
Clara Azurmendi;"12;-41 (1)";33;8;5;1036520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;5;;;;Defence;;;;;;
Fitriani Fitriani;"-12;29 (1)";33;9;5;1037080;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;5;;;;Construccion;;;;;;
Clara Azurmendi;"13;-55 (5)";33;10;9;1037080;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Fitriani Fitriani;"14;1 (1)";33;11;4;1038920;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Error Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (33);33;;;1042120;16320;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;1;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (34);34;;;1058440;11720;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"2;25 (5)";34;1;7;1056440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"-10;-56 (2)";34;2;12;1058720;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-13;13 (1)";34;3;1;1058720;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;1;Indonesia Masters 2021;46;42;1;;;;Defence;;;;;;
