Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Reves;Rally Outcome;Rest Time;Tipo de recepcion;Barrido Fuerte;Match Duration
Clara Azurmendi;"-13;54 (2)";15;9;9;1690680;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;Winner Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (53);15;;;1694720;34120;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (55);16;;;1728840;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-2;-24 (4)";16;1;7;1726840;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;11;Construccion;;;;;;
Clara Azurmendi;"14;55 (5)";16;2;12;1729360;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"12;-16 (2)";16;3;1;1729360;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Defence;;;;;;
Clara Azurmendi;"-18;53 (1)";16;4;Out;1730400;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Error Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (54);16;;;1733840;13640;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (56);17;;;1747480;7280;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;25 (11)";17;1;7;1745480;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand short service;6;Construccion;;;;;;
Fitriani Fitriani;"-6;-18 (1)";17;2;3;1746600;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;3;;;;Construccion;;;;Modificada;;
Clara Azurmendi;"13;54 (4)";17;3;12;1746600;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Fitriani Fitriani;"12;-56 (2)";17;4;9;1747520;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;55 (13)";17;5;9;1747520;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Fitriani Fitriani;"-14;-54 (2)";17;6;12;1750160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-13;1 (4)";17;7;1;1750160;5000;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (55);17;;;1754760;76680;5;ESP;INA;Before;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (57);18;;;1831440;9400;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-2;24 (7)";18;1;6;1829440;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand flick;9;Construccion;;;;;;
Fitriani Fitriani;"5;-54 (2)";18;2;10;1830760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;10;;;;Construccion;;;;;;
Clara Azurmendi;"12;15 (1)";18;3;4;1830760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"-14;-54 (3)";18;4;12;1830760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Defence;;;;;;
Clara Azurmendi;"-15;11 (1)";18;5;1;1832840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"15;-55 (5)";18;6;9;1832840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"14;56 (4)";18;7;12;1832840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"15;-54 (1)";18;8;9;1832840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"14;56 (5)";18;9;12;1832840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"15;1 (1)";18;10;4;1832840;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (56);18;;;1840840;16920;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (58);19;;;1857760;6760;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"2;-23 (1)";19;1;6;1855760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand short service;7;Construccion;;;;;;
Clara Azurmendi;"-9;16 (1)";19;2;1;1857040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"14;-56 (3)";19;3;9;1857040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"15;54 (2)";19;4;12;1857040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-10;-55 (1)";19;5;12;1857040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-13;9 (2)";19;6;1;1857040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-13;-60 (1)";19;7;12;1857040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT LENGTH;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (57);19;;;1864520;15280;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (59);20;;;1879800;3600;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-2;-26 (4)";20;1;7;1877800;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;10;Construccion;;;;;;
Clara Azurmendi;"9;56 (1)";20;2;12;1880320;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-19;-24 (1)";20;3;Out;1880320;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (58);20;;;1883400;14560;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (60);21;;;1897960;3160;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"2;-25 (6)";21;1;6;1895960;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Fitriani Fitriani;Forehand long service;9;Construccion;;;;;;
Clara Azurmendi;"-2;62 (1)";21;2;10;1898680;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT LENGTH;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (59);21;;;1901120;10840;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (61);22;;;1911960;8280;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;25 (12)";22;1;7;1909960;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand flick;11;Construccion;;;;;;
Fitriani Fitriani;"-15;-55 (3)";22;2;12;1911040;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Attack;;;;;;
Clara Azurmendi;"-15;37 (1)";22;3;5;1911480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;5;;;;Defence;;;;;;
Fitriani Fitriani;"-8;-9 (1)";22;4;4;1911920;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"13;54 (5)";22;5;12;1911920;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Attack;;;;;;
Fitriani Fitriani;"13;-42 (1)";22;6;5;1914000;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;5;;;;Defence;;;;;;
Clara Azurmendi;"13;8 (1)";22;7;4;1914480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Fitriani Fitriani;"4;-8 (1)";22;8;2;1914480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;2;;;;Defence;;;;;;
Clara Azurmendi;"15;62 (1)";22;9;12;1916560;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT LENGTH;;;;Construccion;;Error Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (60);22;;;1920240;14640;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (62);23;;;1934880;4120;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;25 (13)";23;1;7;1932880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"-11;-54 (1)";23;2;12;1933360;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"-13;35 (1)";23;3;5;1933360;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;5;;;;Construccion;;;;;;
Fitriani Fitriani;"13;-55 (10)";23;4;9;1933360;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Attack;;;;;;
Clara Azurmendi;"-10;38 (1)";23;5;5;1934680;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;5;;;;Defence;;;;;;
Fitriani Fitriani;"-4;-53 (1)";23;6;11;1935320;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;11;;;;Attack;;;;;;
Clara Azurmendi;"-21;55 (1)";23;7;Out;1936120;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (61);23;;;1939000;14480;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (63);24;;;1953480;2960;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;24 (5)";24;1;7;1951480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand short service;7;Construccion;;;;;;
Fitriani Fitriani;"-9;-17 (1)";24;2;4;1952480;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;Finta;;
Clara Azurmendi;"-13;55 (3)";24;3;9;1952520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Fitriani Fitriani;"-15;-7 (1)";24;4;4;1952520;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;Winner Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (62);24;;;1956440;13280;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (64);25;;;1969720;4600;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"-2;25 (6)";25;1;6;1967720;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;6;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"9;-55 (2)";25;2;9;1968960;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;55 (14)";25;3;9;1968960;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;;;;;;
Fitriani Fitriani;"-10;-7 (1)";25;4;4;1969960;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"20;53 (1)";25;5;Out;1969960;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;OUT SIDE;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Fitriani Fitriani;Rest Time (63);25;;;1974320;13000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (65);26;;;1987320;8520;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Clara Azurmendi;"2;24 (6)";26;1;7;1985320;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Fitriani Fitriani;"-11;-55 (3)";26;2;12;1986760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Clara Azurmendi;"14;17 (1)";26;3;4;1986760;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Defence;;;;;;
Fitriani Fitriani;"14;-55 (13)";26;4;9;1987600;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;9;;;;Defence;Reves;;;;;
Clara Azurmendi;"14;54 (4)";26;5;12;1988600;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Attack;;;;;;
Fitriani Fitriani;"-10;-35 (1)";26;6;8;1989720;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;8;;;;Defence;;;;;;
Clara Azurmendi;"-14;12 (1)";26;7;1;1990320;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Construccion;;;;;;
Fitriani Fitriani;"-13;-7 (1)";26;8;4;1990320;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;4;;;;Construccion;;;;;;
Clara Azurmendi;"-13;7 (1)";26;9;1;1990320;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;1;;;;Defence;;;;;;
Fitriani Fitriani;"-12;1 (3)";26;10;1;1993360;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Error Clara Azurmendi;;;;
Fitriani Fitriani;Rest Time (64);26;;;1995840;24040;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
Fitriani Fitriani;Rally Time (66);27;;;2019880;4280;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;;;;;;;;;;;
Fitriani Fitriani;"-3;-24 (1)";27;1;7;2017880;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;7;Fitriani Fitriani;Forehand long service;11;Construccion;;;;;;
Clara Azurmendi;"13;55 (3)";27;2;12;2020400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;12;;;;Construccion;;;;;;
Fitriani Fitriani;"-9;-37 (1)";27;3;8;2020400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;8;;;;Construccion;;;;;;
Clara Azurmendi;"-11;1 (1)";27;4;1;2020400;5000;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;Rally Time;1;2;Indonesia Masters 2021;46;42;NET;;;;Construccion;;Unforced Fitriani Fitriani;;;;
Clara Azurmendi;Rest Time (65);27;;;2024160;15240;5;ESP;INA;After;Clara Azurmendi-Fitriani Fitriani;Right handed;Right handed;Clara Azurmendi;Fitriani Fitriani;;1;2;Indonesia Masters 2021;46;42;;;;;;;;Rest Time;;;
