Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Tipo de recepcion;Barrido Fuerte;Reves;Match Duration
Ania Setien;"-14;53 (1)";20;6;9;1311233;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Defence;;;;
Jennie Gai;"-13;-55 (6)";20;7;12;1312550;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Ania Setien;"-14;54 (3)";20;8;9;1312550;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Jennie Gai;"-16;-56 (1)";20;9;12;1312550;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Ania Setien;"-14;55 (3)";20;10;9;1312550;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Defence;;F;;
Jennie Gai;"-14;-43 (2)";20;11;8;1317483;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Construccion;;;;
Ania Setien;"13;14 (1)";20;12;4;1317483;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Jennie Gai;"-14;-55 (13)";20;13;12;1318350;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Ania Setien;"12;14 (1)";20;14;4;1318350;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Jennie Gai;"-1;2 (1)";20;15;2;1320333;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;NET;;;;Error Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (53);20;;;1323050;29300;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (54);21;;;1352350;9133;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-3;-25 (4)";21;1;7;1350350;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand long service;10;;;Construccion;;;;
Ania Setien;"9;57 (1)";21;2;12;1352333;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"-12;-15 (1)";21;3;4;1352333;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Ania Setien;"9;54 (2)";21;4;12;1353416;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Jennie Gai;"12;-39 (1)";21;5;5;1354450;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;5;;;;;;Defence;;;;
Ania Setien;"12;11 (1)";21;6;4;1355100;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Jennie Gai;"13;-54 (3)";21;7;9;1355100;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Ania Setien;"12;38 (1)";21;8;8;1357416;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Jennie Gai;"-2;-34 (1)";21;9;7;1357416;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;;;;;;Construccion;;;;
Ania Setien;"13;37 (2)";21;10;8;1357416;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Construccion;;;;
Jennie Gai;"0;2 (2)";21;11;3;1357416;5000;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;NET;;;;Unforced Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (54);21;;;1361483;56533;QR;ESP;USA;Before;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (55);22;;;1418016;2316;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"3;-27 (5)";22;1;6;1416016;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand long service;9;;;Construccion;;;;
Ania Setien;"-3;55 (1)";22;2;10;1418350;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;10;;;;Winner Jennie Gai;;Construccion;;;;
Ania Setien;Rest Time (55);22;;;1420333;12900;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (56);23;;;1433233;2950;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-3;-26 (6)";23;1;7;1431233;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand long service;9;;;Construccion;;;;
Ania Setien;"3;55 (1)";23;2;11;1433250;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;11;;;;;;Attack;;;;
Jennie Gai;"14;-41 (2)";23;3;5;1433250;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;5;;;;Winner Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (56);23;;;1436183;10933;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (57);24;;;1447116;4133;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Ania Setien;"-3;25 (6)";24;1;6;1445116;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;Ania Setien;Backhand short service;7;;;Construccion;;;;
Jennie Gai;"9;-17 (2)";24;2;1;1446183;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"-14;56 (6)";24;3;9;1446183;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Jennie Gai;"-13;-38 (1)";24;4;8;1447033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Ania Setien;"-4;14 (1)";24;5;2;1447633;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;2;;;;;;Attack;;;;
Jennie Gai;"-2;-42 (1)";24;6;7;1448100;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;;;;Winner Ania Setien;;Construccion;;;;
Jennie Gai;Rest Time (57);24;;;1451250;10533;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Jennie Gai;Rally Time (58);25;;;1461783;8966;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Ania Setien;"2;26 (3)";25;1;7;1459783;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;Ania Setien;Backhand short service;6;;;Construccion;;;;
Jennie Gai;"-4;-15 (1)";25;2;3;1460850;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;3;;;;;;Construccion;;;;
Ania Setien;"-13;11 (1)";25;3;1;1460850;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Jennie Gai;"-14;-55 (14)";25;4;12;1462083;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Ania Setien;"11;14 (1)";25;5;4;1462083;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Jennie Gai;"-10;-54 (1)";25;6;12;1462083;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Ania Setien;"-3;37 (1)";25;7;6;1464650;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;;;;;;Defence;;;;
Jennie Gai;"-3;-14 (1)";25;8;3;1465166;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;3;;;;;;Construccion;;;;
Ania Setien;"12;55 (3)";25;9;12;1465166;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Defence;;;;
Jennie Gai;"10;-56 (2)";25;10;9;1466850;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Ania Setien;"-14;25 (1)";25;11;5;1468050;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;5;;;;Winner Jennie Gai;;Construccion;;;;
Jennie Gai;Rest Time (58);25;;;1470750;27583;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Jennie Gai;Rally Time (59);26;;;1498333;5016;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"3;-26 (4)";26;1;6;1496333;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand short service;6;;;Construccion;;;;
Ania Setien;"-3;15 (1)";26;2;2;1497383;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;2;;;;;;Construccion;Finta;;;
Jennie Gai;"15;-55 (3)";26;3;9;1497616;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Ania Setien;"13;17 (2)";26;4;4;1497616;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Jennie Gai;"-13;-16 (3)";26;5;4;1497616;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Ania Setien;"22;32 (1)";26;6;Out;1499983;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;OUT SIDE;;;;Error Jennie Gai;;Construccion;;;;
Ania Setien;Rest Time (59);26;;;1503350;11033;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (60);27;;;1514383;13983;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Ania Setien;"-3;26 (5)";27;1;6;1512383;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;Ania Setien;Backhand short service;7;;;Construccion;;;;
Jennie Gai;"10;-16 (2)";27;2;1;1513483;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"-14;54 (4)";27;3;9;1513483;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Defence;;F;;
Jennie Gai;"-2;-37 (1)";27;4;7;1514516;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;;;;;;Construccion;;;;
Ania Setien;"11;12 (2)";27;5;4;1514516;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Jennie Gai;"-12;-55 (3)";27;6;12;1515900;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Ania Setien;"12;31 (1)";27;7;8;1517316;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Jennie Gai;"12;-13 (1)";27;8;1;1517916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"11;54 (3)";27;9;12;1517916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"-11;-16 (1)";27;10;4;1519783;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Ania Setien;"14;54 (7)";27;11;12;1520600;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Jennie Gai;"-11;-39 (1)";27;12;8;1521633;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Ania Setien;"13;12 (2)";27;13;4;1522200;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Jennie Gai;"-13;-15 (4)";27;14;4;1522200;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Ania Setien;"-14;55 (4)";27;15;9;1522200;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Defence;;F;;
Jennie Gai;"2;1 (2)";27;16;3;1526366;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;NET;;;;Error Ania Setien;;Construccion;;;;
Jennie Gai;Rest Time (60);27;;;1528366;22466;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Jennie Gai;Rally Time (61);28;;;1550833;3533;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-3;-26 (7)";28;1;7;1548833;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand short service;6;;;Construccion;;;;
Ania Setien;"5;16 (1)";28;2;3;1549916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;3;;;;;;Construccion;Modificada/Finta;;;
Jennie Gai;"14;-55 (10)";28;3;9;1550183;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Ania Setien;"14;39 (1)";28;4;8;1551500;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Jennie Gai;"1;1 (2)";28;5;3;1551516;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;NET;;;;Error Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (61);28;;;1554366;10300;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (62);29;;;1564666;4316;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"2;-27 (1)";29;1;6;1562666;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand short service;6;;;Construccion;;;;
Ania Setien;"-4;15 (1)";29;2;2;1563633;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;2;;;;;;Construccion;Modificada;;;
Jennie Gai;"11;-8 (1)";29;3;1;1563633;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Ania Setien;"-8;54 (2)";29;4;9;1565233;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Jennie Gai;"20;-42 (1)";29;5;Out;1566266;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;OUT SIDE;;;;Unforced Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (62);29;;;1568983;11050;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (63);30;;;1580033;1983;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-2;-27 (1)";30;1;7;1578033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand short service;7;;;Construccion;;;;
Ania Setien;"10;13 (1)";30;2;4;1579033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;4;;;;;;Construccion;Finta;;;
Jennie Gai;"13;2 (1)";30;3;4;1579283;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;NET;;;;Unforced Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (63);30;;;1582016;15816;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (64);31;;;1597833;6083;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"3;-27 (6)";31;1;6;1595833;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand short service;6;;;Construccion;;;;
Ania Setien;"-3;15 (2)";31;2;2;1596783;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;2;;;;;;Construccion;Modificada;;;
Jennie Gai;"12;-14 (1)";31;3;1;1596783;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"13;54 (3)";31;4;12;1598133;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"13;-14 (3)";31;5;1;1598916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"13;54 (4)";31;6;12;1598916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"-8;1 (1)";31;7;1;1598916;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;NET;;;;Unforced Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (64);31;;;1603916;10016;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;2;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (65);32;;;1613933;10633;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-3;-27 (3)";32;1;7;1611933;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;2;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand short service;6;;;Construccion;;;;
