Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Tipo de recepcion;Barrido Fuerte;Reves;Match Duration
Ania Setien;"-5;-17 (1)";22;2;3;517400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;3;;;;;;Construccion;Modificada;;;
Jennie Gai;"11;12 (1)";22;3;4;517400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Ania Setien;"-13;-55 (3)";22;4;12;517400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Defence;;;Reves;
Jennie Gai;"-10;54 (1)";22;5;9;519483;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Ania Setien;"-14;-41 (1)";22;6;8;520616;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Jennie Gai;"-10;11 (1)";22;7;1;521100;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"-14;-41 (2)";22;8;8;521100;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;8;;;;;;Construccion;;;;
Jennie Gai;"-13;27 (1)";22;9;5;521100;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;5;;;;;;Construccion;;;;
Ania Setien;"-14;-55 (7)";22;10;12;521100;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"14;54 (4)";22;11;12;521100;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Ania Setien;"-14;-55 (8)";22;12;12;521100;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Defence;;;Reves;
Jennie Gai;"-13;13 (1)";22;13;1;526450;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"13;-56 (1)";22;14;9;526450;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;Winner Jennie Gai;;Construccion;;;;
Ania Setien;Rest Time (22);22;;;531033;23000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (23);23;;;554033;21416;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-3;25 (4)";23;1;6;552033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand short service;7;;;Construccion;;;;
Ania Setien;"9;-17 (1)";23;2;1;553266;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Jennie Gai;"-13;54 (2)";23;3;9;553266;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Ania Setien;"-13;-55 (4)";23;4;12;553266;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"4;15 (1)";23;5;3;553266;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;3;;;;;;Construccion;;;;
Ania Setien;"14;-16 (2)";23;6;1;553266;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Jennie Gai;"13;55 (1)";23;7;12;557250;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Ania Setien;"-15;-55 (4)";23;8;12;557250;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Defence;;F;Reves;
Jennie Gai;"-13;28 (1)";23;9;5;560016;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;5;;;;;;Construccion;;;;
Ania Setien;"-14;-54 (4)";23;10;12;560016;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Jennie Gai;"12;35 (1)";23;11;8;560750;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Ania Setien;"9;-14 (1)";23;12;1;561400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Jennie Gai;"2;12 (1)";23;13;3;561400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;3;;;;;;Construccion;;;;
Ania Setien;"-13;-55 (5)";23;14;12;561400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"-14;13 (2)";23;15;1;561400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Ania Setien;"-11;-13 (1)";23;16;4;566033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Jennie Gai;"12;55 (1)";23;17;12;566033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Ania Setien;"-15;-56 (2)";23;18;12;566033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Defence;;;Reves;
Jennie Gai;"-12;58 (1)";23;19;9;569516;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Ania Setien;"-14;-55 (9)";23;20;12;569516;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Defence;;;;
Jennie Gai;"-13;55 (2)";23;21;9;571550;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Ania Setien;"13;-14 (2)";23;22;1;571550;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;Winner Jennie Gai;;Construccion;;;;
Ania Setien;Rest Time (23);23;;;575450;20083;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (24);24;;;595533;816;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"2;25 (3)";24;1;7;593533;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand short service;;;;Construccion;;;;
Ania Setien;"0;2 (1)";24;2;3;593816;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;NET;;;;Unforced Jennie Gai;;Construccion;;;;
Ania Setien;Rest Time (24);24;;;596350;12500;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (25);25;;;608850;6650;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Ania Setien;"-3;-25 (2)";25;1;7;606850;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;7;Ania Setien;Backhand short service;7;;;Construccion;;;;
Jennie Gai;"9;15 (1)";25;2;4;607816;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;4;;;;;;Construccion;Finta;;;
Ania Setien;"11;-14 (1)";25;3;1;608050;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Jennie Gai;"-11;56 (1)";25;4;9;608050;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Defence;;;;
Ania Setien;"-13;-56 (1)";25;5;12;609950;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Attack;;;;
Jennie Gai;"-15;29 (1)";25;6;5;610933;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;5;;;;;;Defence;;;;
Ania Setien;"-14;-54 (5)";25;7;12;611366;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"19;20 (1)";25;8;Out;611366;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;OUT SIDE;;;;Unforced Ania Setien;;Construccion;;;;
Jennie Gai;Rest Time (25);25;;;615500;14266;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Jennie Gai;Rally Time (26);26;;;629766;1800;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-2;25 (2)";26;1;6;627766;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand flick;11;;;Construccion;;;;
Ania Setien;"19;-53 (1)";26;2;Out;629566;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;OUT SIDE;;;;Unforced Jennie Gai;;Construccion;;;;
Ania Setien;Rest Time (26);26;;;631566;10883;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (27);27;;;642450;2850;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Ania Setien;"3;-27 (3)";27;1;6;640450;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;6;Ania Setien;Backhand flick;11;;;Construccion;;;;
Jennie Gai;"-14;56 (2)";27;2;9;642033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Ania Setien;"-14;-40 (1)";27;3;8;642033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Jennie Gai;"2;2 (1)";27;4;3;642633;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;NET;;;;Error Ania Setien;;Construccion;;;;
Jennie Gai;Rest Time (27);27;;;645300;10733;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Jennie Gai;Rally Time (28);28;;;656033;6133;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"2;25 (4)";28;1;7;654033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand short service;6;;;Construccion;;;;
Ania Setien;"-4;-16 (1)";28;2;3;655033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;3;;;;;;Construccion;Modificada/Finta;;;
Jennie Gai;"-10;54 (2)";28;3;9;655033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Ania Setien;"-14;-42 (2)";28;4;8;656000;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Jennie Gai;"-13;6 (1)";28;5;1;656683;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Attack;;;;
Ania Setien;"3;-39 (1)";28;6;6;657766;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;6;;;;;;Attack;;;;
Jennie Gai;"9;28 (1)";28;7;8;657766;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Ania Setien;"22;-36 (1)";28;8;Out;658300;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;OUT SIDE;;;;Error Jennie Gai;;Construccion;;;;
Ania Setien;Rest Time (28);28;;;662166;8316;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (29);29;;;670483;9116;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Ania Setien;"-3;-26 (4)";29;1;7;668483;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;7;Ania Setien;Backhand short service;7;;;Construccion;;;;
Jennie Gai;"9;16 (1)";29;2;4;669500;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;4;;;;;;Construccion;Finta;;;
Ania Setien;"15;-55 (1)";29;3;9;669500;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Defence;;;;
Jennie Gai;"15;56 (2)";29;4;12;670816;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Defence;;;;
Ania Setien;"13;-11 (2)";29;5;1;671816;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Jennie Gai;"-14;9 (1)";29;6;1;671816;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Ania Setien;"-13;-54 (3)";29;7;12;674200;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"-11;14 (1)";29;8;1;674200;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Defence;;;;
Ania Setien;"14;-55 (4)";29;9;9;675933;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;Winner Jennie Gai;;Construccion;;;;
Jennie Gai;Rest Time (29);29;;;679600;18383;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Jennie Gai;Rally Time (30);30;;;697983;2966;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-3;25 (5)";30;1;6;695983;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand long service;9;;;Construccion;;;;
Ania Setien;"5;-55 (1)";30;2;10;698500;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;10;;;;Winner Jennie Gai;;Construccion;;;;
Ania Setien;Rest Time (30);30;;;700950;15383;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (31);31;;;716333;14466;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"3;27 (2)";31;1;7;714333;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;7;Jennie Gai;Forehand short service;7;;;Construccion;;;;
Ania Setien;"-9;-16 (1)";31;2;4;715383;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;4;;;;;;Construccion;;;;
Jennie Gai;"12;12 (1)";31;3;4;715383;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Ania Setien;"-14;-15 (1)";31;4;4;716400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Jennie Gai;"5;55 (1)";31;5;11;718000;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;11;;;;;;Construccion;;;;
Ania Setien;"-14;-15 (2)";31;6;4;718000;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;4;;;;;;Defence;;;;
Jennie Gai;"-15;11 (1)";31;7;1;720033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;1;;;;;;Construccion;;;;
Ania Setien;"-14;-55 (10)";31;8;12;720033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"-14;56 (3)";31;9;9;720033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Ania Setien;"-14;-55 (11)";31;10;12;720033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Construccion;;;;
Jennie Gai;"-12;29 (1)";31;11;5;720033;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;5;;;;;;Defence;;;;
Ania Setien;"14;-55 (5)";31;12;9;725400;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Jennie Gai;"14;36 (1)";31;13;8;726416;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Ania Setien;"15;-55 (2)";31;14;9;726866;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Construccion;;;;
Jennie Gai;"-5;1 (1)";31;15;2;726866;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;NET;;;;Unforced Ania Setien;;Construccion;;;;
Ania Setien;Rest Time (31);31;;;730800;12700;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;;QR;1;Orleans Masters 2023;118;74;;;;;;Rest Time;;;;;
Ania Setien;Rally Time (32);32;;;743500;7966;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;;;;;;;;;;;
Jennie Gai;"-3;24 (1)";32;1;6;741500;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;6;Jennie Gai;Forehand short service;5;;;Construccion;;;;
Ania Setien;"4;-15 (2)";32;2;2;742650;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;2;;;;;;Construccion;;;;
Jennie Gai;"14;54 (5)";32;3;12;742650;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;12;;;;;;Defence;;;;
Ania Setien;"14;-54 (2)";32;4;9;743383;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
Jennie Gai;"13;37 (1)";32;5;8;744700;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;8;;;;;;Defence;;;;
Ania Setien;"14;-55 (6)";32;6;9;745233;5000;QR;ESP;USA;After;Ania Setien-Jennie Gai;Left handed;Right handed;Ania Setien;Jennie Gai;Rally Time;QR;1;Orleans Masters 2023;118;74;9;;;;;;Attack;;;;
